age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
36,Private,132879,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K,1296,4783644,324,0,0,1620,476959457,1195911,0,0,5979555,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1225,13298565,315,0,0,1400,-1660046383,3419631,0,0,15198360,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
52,Private,114062,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,2704,5931224,468,0,0,2080,125237956,1026558,0,0,4562480,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
45,State-gov,190406,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,United-States,>50K,2025,8568270,675,1135620,0,1620,1894706468,2856090,510118520,0,6854616,225,378540,0,540,636855696,0,908496,0,0,1296,Divorced,10.82,15.09
49,State-gov,231961,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,>50K,2401,11366089,784,0,0,2450,-2028669327,3711376,0,0,11598050,256,0,0,800,0,0,0,0,0,2500,Divorced,10.82,15.09
55,Private,145214,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3025,7986770,495,0,0,2200,-387730684,1306926,0,0,5808560,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
68,Private,145638,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,4624,9903384,680,0,0,2720,-264409436,1456380,0,0,5825520,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,178686,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,2304,8576928,432,0,0,1920,1863915524,1608174,0,0,7147440,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
52,Private,84451,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K,2704,4391452,572,0,0,1664,-1457963191,928961,0,0,2702432,121,0,0,352,0,0,0,0,0,1024,Divorced,10.82,15.09
38,Private,239755,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1444,9110690,266,0,0,1520,1647885177,1678285,0,0,9590200,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
34,Private,249948,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,1156,8498232,340,0,0,1156,-1950506736,2499480,0,0,8498232,100,0,0,340,0,0,0,0,0,1156,Divorced,10.82,15.09
26,Private,175789,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,676,4570514,234,0,0,1040,837001449,1582101,0,0,7031560,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,218542,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,7867512,360,0,0,1440,515965508,2185420,0,0,8741680,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
30,Private,390879,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K,900,11726370,330,0,0,1080,-1832430015,4299669,0,0,14071644,121,0,0,396,0,0,0,0,0,1296,Divorced,10.82,15.09
29,?,297054,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,841,8614566,261,0,0,1160,-1953234300,2673486,0,0,11882160,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Self-emp-not-inc,115618,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,1225,4046630,315,0,0,1750,482620036,1040562,0,0,5780900,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
39,Private,216129,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,Jamaica,<=50K,1521,8429031,468,0,0,1365,-532895615,2593548,0,0,7564515,144,0,0,420,0,0,0,0,0,1225,Divorced,10.82,15.09
41,Private,308550,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,60,United-States,<=50K,1681,12650550,369,0,0,2460,713821988,2776950,0,0,18513000,81,0,0,540,0,0,0,0,0,3600,Divorced,10.82,15.09
40,Private,177083,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,1600,7083320,360,0,0,2000,1293617817,1593747,0,0,8854150,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
51,Local-gov,186416,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2601,9507216,663,0,0,2040,391186688,2423408,0,0,7456640,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,322873,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,1089,10654809,297,0,0,1650,1167759025,2905857,0,0,16143650,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
31,Local-gov,189843,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,47,United-States,>50K,961,5885133,279,0,0,1457,1680626281,1708587,0,0,8922621,81,0,0,423,0,0,0,0,0,2209,Divorced,10.82,15.09
41,Private,98061,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,1681,4020501,369,0,0,1640,1026025129,882549,0,0,3922440,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
61,Private,160037,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,3721,9762257,244,0,0,2135,-157962407,640148,0,0,5601295,16,0,0,140,0,0,0,0,0,1225,Divorced,10.82,15.09
30,Private,373213,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,900,11196390,330,0,0,1200,1848989897,4105343,0,0,14928520,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Private,169071,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,3025,9298905,550,0,0,1100,-1479768031,1690710,0,0,3381420,100,0,0,200,0,0,0,0,0,400,Divorced,10.82,15.09
47,Private,30840,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,2209,1449480,658,0,0,1880,951105600,431760,0,0,1233600,196,0,0,560,0,0,0,0,0,1600,Divorced,10.82,15.09
30,Private,297155,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,900,8914650,300,0,0,1200,-1893219191,2971550,0,0,11886200,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
29,Self-emp-not-inc,69132,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,60,United-States,>50K,841,2004828,435,2899971,0,1740,484266128,1036980,-1676803724,0,4147920,225,1499985,0,900,1409865409,0,5999940,0,0,3600,Divorced,10.82,15.09
40,Private,65866,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,213,40,United-States,<=50K,1600,2634640,400,0,8520,1600,43362660,658660,0,14029458,2634640,100,0,2130,400,0,0,0,45369,8520,1600,Divorced,10.82,15.09
50,Private,138852,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,22,United-States,<=50K,2500,6942600,500,232500,0,1100,2100008720,1388520,645661800,0,3054744,100,46500,0,220,21622500,0,102300,0,0,484,Divorced,10.82,15.09
62,State-gov,265201,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,3844,16442462,806,0,0,2480,1612093665,3447613,0,0,10608040,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
37,Private,348796,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1369,12905452,481,0,0,1480,1399565328,4534348,0,0,13951840,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Private,179717,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1564,60,United-States,>50K,1600,7188680,520,0,62560,2400,-2061538279,2336321,0,281077388,10783020,169,0,20332,780,0,0,0,2446096,93840,3600,Divorced,10.82,15.09
36,Private,289190,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,1296,10410840,324,0,0,1440,2026477476,2602710,0,0,11567600,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
34,Private,182177,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,35,United-States,<=50K,1156,6194018,306,113050,0,1190,-1171279039,1639593,605738525,0,6376195,81,29925,0,315,11055625,0,116375,0,0,1225,Divorced,10.82,15.09
27,Private,306747,Bachelors,13,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,729,8282169,351,0,0,1080,-395558503,3987711,0,0,12269880,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,54759,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K,2304,2628432,432,0,0,1824,-1296419215,492831,0,0,2080842,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
38,?,281768,7th-8th,4,Divorced,?,Unmarried,Black,Female,0,0,30,United-States,<=50K,1444,10707184,152,0,0,1140,2083794496,1127072,0,0,8453040,16,0,0,120,0,0,0,0,0,900,Divorced,10.82,15.09
51,Private,203435,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Italy,<=50K,2601,10375185,510,0,0,2040,-1563873735,2034350,0,0,8137400,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
51,Private,102904,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,<=50K,2601,5248104,459,0,0,2193,1999298624,926136,0,0,4424872,81,0,0,387,0,0,0,0,0,1849,Divorced,10.82,15.09
59,Private,247187,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3481,14584033,531,0,0,2360,971870825,2224683,0,0,9887480,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,185520,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,40,United-States,>50K,1521,7235280,390,335946,0,1560,57932032,1855200,1598069280,0,7420800,100,86140,0,400,74200996,0,344560,0,0,1600,Divorced,10.82,15.09
35,Private,335777,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K,1225,11752195,350,0,0,1400,1077044033,3357770,0,0,13431080,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
49,Private,166809,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,2401,8173641,637,0,0,1960,2055438705,2168517,0,0,6672360,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Private,144460,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,Italy,<=50K,1681,5922860,410,0,0,1640,-606144880,1444600,0,0,5778400,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,180150,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1296,6485400,288,0,0,1440,-1905715868,1441200,0,0,7206000,64,0,0,320,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Private,326232,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,>50K,1600,13049280,400,0,0,1600,-946864576,3262320,0,0,13049280,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
28,Private,189346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,784,5301688,252,0,0,1260,1492169348,1704114,0,0,8520570,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
35,Private,114765,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,1225,4016775,455,0,0,1400,286103337,1491945,0,0,4590600,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Private,121168,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,2116,5573728,414,0,0,1840,1796782336,1090512,0,0,4846720,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
54,Private,88019,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K,2916,4753026,540,0,0,2970,-842590231,880190,0,0,4841045,100,0,0,550,0,0,0,0,0,3025,Divorced,10.82,15.09
55,Local-gov,223716,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,3025,12304380,550,0,0,2200,-1490758896,2237160,0,0,8948640,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Private,223934,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,1681,9181294,492,0,0,1558,-1393171196,2687208,0,0,8509492,144,0,0,456,0,0,0,0,0,1444,Divorced,10.82,15.09
29,Private,231287,Some-college,10,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K,841,6707323,290,0,0,1160,1954068817,2312870,0,0,9251480,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
44,Federal-gov,404599,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,1936,17802356,396,0,0,1760,491593553,3641391,0,0,16183960,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Private,115411,Some-college,10,Divorced,Sales,Own-child,White,Male,2174,0,45,United-States,<=50K,1681,4731851,410,89134,0,1845,434797033,1154110,250903514,0,5193495,100,21740,0,450,4726276,0,97830,0,0,2025,Divorced,10.82,15.09
32,Self-emp-not-inc,241885,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1024,7740320,192,0,0,1280,-1621188919,1451310,0,0,9675400,36,0,0,240,0,0,0,0,0,1600,Divorced,10.82,15.09
52,Private,164530,11th,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,20,United-States,<=50K,2704,8555560,364,0,0,1040,1300317124,1151710,0,0,3290600,49,0,0,140,0,0,0,0,0,400,Divorced,10.82,15.09
46,Private,98012,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2116,4508552,506,0,0,1840,1016417552,1078132,0,0,3920480,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Private,185673,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,2116,8540958,414,0,0,1840,114724561,1671057,0,0,7426920,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Private,183884,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,3025,10113620,495,0,0,2475,-546412912,1654956,0,0,8274780,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
37,Private,272950,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1369,10099150,333,0,0,1480,1487258468,2456550,0,0,10918000,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
49,?,114648,12th,8,Divorced,?,Other-relative,Black,Male,0,0,40,United-States,<=50K,2401,5617752,392,0,0,1960,259262016,917184,0,0,4585920,64,0,0,320,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Local-gov,287658,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K,1444,10931004,532,0,0,1520,1142746340,4027212,0,0,11506320,196,0,0,560,0,0,0,0,0,1600,Divorced,10.82,15.09
42,State-gov,138162,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,1764,5802804,420,0,0,1680,1908869060,1381620,0,0,5526480,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Federal-gov,186791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,3025,10273505,495,0,0,2200,531139313,1681119,0,0,7471640,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
64,Private,69525,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,20,United-States,<=50K,4096,4449600,576,0,0,1280,538758329,625725,0,0,1390500,81,0,0,180,0,0,0,0,0,400,Divorced,10.82,15.09
24,Federal-gov,283918,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,25,United-States,<=50K,576,6814032,240,0,0,600,-994947900,2839180,0,0,7097950,100,0,0,250,0,0,0,0,0,625,Divorced,10.82,15.09
34,Private,183778,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,1156,6248452,306,0,0,1360,-585385084,1654002,0,0,7351120,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
49,Private,167523,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,2401,8208627,637,0,0,1960,-2000815543,2177799,0,0,6700920,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
53,Private,209022,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K,2809,11078166,371,0,0,1961,740523524,1463154,0,0,7733814,49,0,0,259,0,0,0,0,0,1369,Divorced,10.82,15.09
30,Private,46712,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,900,1401360,270,0,0,1200,-2112956352,420408,0,0,1868480,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
28,Private,395022,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,784,11060616,308,0,0,1120,1423557828,4345242,0,0,15800880,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
26,Private,75654,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K,676,1967004,234,0,0,1430,1428560420,680886,0,0,4160970,81,0,0,495,0,0,0,0,0,3025,Divorced,10.82,15.09
27,Private,198813,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,729,5367951,243,0,0,1080,871903305,1789317,0,0,7952520,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
56,Private,98418,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K,3136,5511408,504,0,0,1680,1096168132,885762,0,0,2952540,81,0,0,270,0,0,0,0,0,900,Divorced,10.82,15.09
50,Private,99392,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,45,United-States,<=50K,2500,4969600,500,0,0,2250,1288835072,993920,0,0,4472640,100,0,0,450,0,0,0,0,0,2025,Divorced,10.82,15.09
35,Private,162256,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,6849,0,40,United-States,<=50K,1225,5678960,385,239715,0,1400,557205760,1784816,1111291344,0,6490240,121,75339,0,440,46908801,0,273960,0,0,1600,Divorced,10.82,15.09
47,Private,104068,HS-grad,9,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,2209,4891196,423,0,0,1880,-2054753264,936612,0,0,4162720,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,288398,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,1089,9517134,429,0,0,1485,1569027780,3749174,0,0,12977910,169,0,0,585,0,0,0,0,0,2025,Divorced,10.82,15.09
49,Private,175070,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,2401,8578430,490,0,0,1960,584733828,1750700,0,0,7002800,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,110978,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States,<=50K,1089,3662274,330,0,0,1320,-568785404,1109780,0,0,4439120,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Self-emp-not-inc,214541,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1590,40,United-States,<=50K,1681,8796181,369,0,65190,1640,-1216799575,1930869,0,341120190,8581640,81,0,14310,360,0,0,0,2528100,63600,1600,Divorced,10.82,15.09
33,Private,97939,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,<=50K,1089,3231987,396,0,0,1386,1002113129,1175268,0,0,4113438,144,0,0,504,0,0,0,0,0,1764,Divorced,10.82,15.09
36,Federal-gov,128884,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K,1296,4639824,324,0,0,1728,-568783728,1159956,0,0,6186432,81,0,0,432,0,0,0,0,0,2304,Divorced,10.82,15.09
41,Private,50122,Assoc-voc,11,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,1681,2055002,451,0,0,2050,-1782752412,551342,0,0,2506100,121,0,0,550,0,0,0,0,0,2500,Divorced,10.82,15.09
45,Private,160647,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35,United-States,>50K,2025,7229115,585,210915,0,1575,37654833,2088411,752952489,0,5622645,169,60931,0,455,21967969,0,164045,0,0,1225,Divorced,10.82,15.09
42,Private,210275,Masters,14,Divorced,Tech-support,Unmarried,Black,Female,4687,0,35,United-States,>50K,1764,8831550,588,196854,0,1470,1265902665,2943850,985558925,0,7359625,196,65618,0,490,21967969,0,164045,0,0,1225,Divorced,10.82,15.09
50,Private,485710,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,2500,24285500,800,0,0,2500,-308997180,7771360,0,0,24285500,256,0,0,800,0,0,0,0,0,2500,Divorced,10.82,15.09
29,Private,204862,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K,841,5940998,348,0,0,1044,-981233916,2458344,0,0,7375032,144,0,0,432,0,0,0,0,0,1296,Divorced,10.82,15.09
61,?,253101,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,24,United-States,<=50K,3721,15439161,793,0,0,1464,-364393239,3290313,0,0,6074424,169,0,0,312,0,0,0,0,0,576,Divorced,10.82,15.09
43,Private,355728,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,1849,15296304,387,0,0,1720,1988358400,3201552,0,0,14229120,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
32,Private,388672,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United-States,<=50K,1024,12437504,320,0,0,512,742068224,3886720,0,0,6218752,100,0,0,160,0,0,0,0,0,256,Divorced,10.82,15.09
45,Private,172960,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K,2025,7783200,450,0,0,3150,-149609472,1729600,0,0,12107200,100,0,0,700,0,0,0,0,0,4900,Divorced,10.82,15.09
25,Self-emp-inc,98756,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K,625,2468900,250,0,0,1250,1162812944,987560,0,0,4937800,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
32,Private,183801,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,1024,5881632,288,0,0,1280,-576930767,1654209,0,0,7352040,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
29,Private,244566,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,841,7092414,261,0,0,1160,-317013788,2201094,0,0,9782640,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
